genename	gene	chrom	start	end	strand	length
MCU	ENSG00000156026.10	10	74451889	74647452	+	195563
MCUR1	ENSG00000050393.7	6	13786789	13814800	-	28011
MDC1	ENSG00000137337.10	6	30667584	30685666	-	18082
MDFI	ENSG00000112559.9	6	41604620	41621984	+	17364
MDFIC	ENSG00000135272.5	7	114562209	114659256	+	97047
MDGA1	ENSG00000112139.10	6	37600284	37667082	-	66798
MDGA2	ENSG00000139915.14	14	47308826	48144157	-	835331
MDGA2	ENSG00000272781.1	14	47308826	48144157	-	835331
MDH1	ENSG00000014641.13	2	63815743	63834331	+	18588
MDH1B	ENSG00000138400.8	2	207602487	207630271	-	27784
MDH2	ENSG00000146701.7	7	75677369	75696826	+	19457
MDK	ENSG00000110492.11	11	46402306	46405375	+	3069
MDM1	ENSG00000111554.10	12	68666223	68726161	-	59938
MDM2	ENSG00000135679.17	12	69201956	69239214	+	37258
MDM4	ENSG00000198625.8	1	204485511	204542871	+	57360
MDN1	ENSG00000112159.7	6	90352218	90529442	-	177224
MDP1	ENSG00000213920.4	14	24683143	24685276	-	2133
MDS2	ENSG00000197880.4	1	23907985	23967058	+	59073
ME1	ENSG00000065833.7	6	83920108	84140797	-	220689
ME2	ENSG00000082212.7	18	48405419	48474691	+	69272
ME3	ENSG00000151376.12	11	86152150	86383678	-	231528
MEA1	ENSG00000124733.3	6	42979832	42981706	-	1874
MEAF6	ENSG00000163875.11	1	37958176	37980375	-	22199
MECOM	ENSG00000085276.13	3	168801287	169381406	-	580119
MECR	ENSG00000116353.11	1	29519385	29557454	-	38069
MED1	ENSG00000125686.7	17	37560538	37607539	-	47001
MED10	ENSG00000133398.3	5	6371994	6378707	-	6713
MED11	ENSG00000161920.5	17	4634723	4636905	+	2182
MED12L	ENSG00000144893.8	3	150803484	151154860	+	351376
MED13	ENSG00000108510.5	17	60019966	60142643	-	122677
MED13L	ENSG00000123066.3	12	116395711	116715143	-	319432
MED15	ENSG00000099917.13	22	20850200	20941919	+	91719
MED16	ENSG00000175221.10	19	867962	893218	-	25256
MED17	ENSG00000042429.6	11	93517393	93547861	+	30468
MED18	ENSG00000130772.9	1	28655513	28662476	+	6963
MED19	ENSG00000156603.10	11	57471186	57479693	-	8507
MED20	ENSG00000124641.10	6	41873092	41888877	-	15785
MED21	ENSG00000152944.4	12	27175479	27219276	+	43797
MED22	ENSG00000148297.11	9	136205160	136214986	-	9826
MED23	ENSG00000112282.13	6	131895106	131949369	-	54263
MED24	ENSG00000008838.13	17	38175350	38217468	-	42118
MED25	ENSG00000104973.10	19	50321539	50342073	+	20534
MED26	ENSG00000105085.6	19	16685718	16739873	-	54155
MED27	ENSG00000160563.9	9	134735494	134955295	-	219801
MED28	ENSG00000118579.7	4	17616254	17635728	+	19474
MED29	ENSG00000063322.9	19	39881943	39891277	+	9334
MED30	ENSG00000164758.3	8	118532952	118552501	+	19549
MED31	ENSG00000108590.6	17	6546635	6554954	-	8319
MED4	ENSG00000136146.10	13	48627459	48669267	-	41808
MED6	ENSG00000133997.7	14	71047974	71067384	-	19410
MED7	ENSG00000155868.7	5	156564423	156586030	-	21607
MED8	ENSG00000159479.12	1	43849588	43855479	-	5891
MED9	ENSG00000141026.4	17	17380300	17396540	+	16240
MEDAG	ENSG00000102802.5	13	31480328	31499709	+	19381
MEF2A	ENSG00000068305.13	15	100017370	100256671	+	239301
MEF2B	ENSG00000213999.11	19	19256377	19303400	-	47023
MEF2BNB	ENSG00000254901.3	19	19287712	19303400	-	15688
MEF2C	ENSG00000081189.9	5	88013975	88199922	-	185947
MEF2D	ENSG00000116604.13	1	156433519	156470620	-	37101
MEFV	ENSG00000103313.7	16	3292028	3306627	-	14599
MEGF10	ENSG00000145794.12	5	126626523	126801429	+	174906
MEGF11	ENSG00000157890.13	15	66187417	66546085	-	358668
MEGF6	ENSG00000162591.11	1	3406484	3528059	-	121575
MEGF8	ENSG00000105429.8	19	42829761	42882921	+	53160
MEGF9	ENSG00000106780.7	9	123363091	123476748	-	113657
MEI1	ENSG00000167077.8	22	42095503	42195460	+	99957
MEI4	ENSG00000269964.2	6	78400375	78636691	+	236316
MEIG1	ENSG00000197889.5	10	15001438	15030049	+	28611
MEIOB	ENSG00000162039.10	16	1883984	1934295	-	50311
MEIS1	ENSG00000143995.15	2	66660584	66801001	+	140417
MEIS2	ENSG00000134138.15	15	37181406	37393504	-	212098
MEIS3	ENSG00000105419.13	19	47906381	47922780	-	16399
MELK	ENSG00000165304.3	9	36572859	36677678	+	104819
MEMO1	ENSG00000162959.9	2	32090129	32236299	-	146170
MEN1	ENSG00000133895.10	11	64570982	64578766	-	7784
MEOX1	ENSG00000005102.8	17	41717756	41739322	-	21566
MEOX2	ENSG00000106511.5	7	15650837	15726437	-	75600
MEP1A	ENSG00000112818.5	6	46761127	46807515	+	46388
MEP1B	ENSG00000141434.7	18	29765032	29800367	+	35335
MEPCE	ENSG00000146834.9	7	100026413	100031741	+	5328
MEPE	ENSG00000152595.12	4	88742563	88767969	+	25406
MERTK	ENSG00000153208.12	2	112656056	112787138	+	131082
MESDC1	ENSG00000140406.2	15	81293295	81296342	+	3047
MESDC2	ENSG00000117899.6	15	81239667	81282219	-	42552
MESP1	ENSG00000166823.5	15	90291892	90294541	-	2649
MESP2	ENSG00000188095.3	15	90303822	90321982	+	18160
MEST	ENSG00000106484.10	7	130126012	130146133	+	20121
MET	ENSG00000105976.10	7	116312444	116438440	+	125996
METAP1	ENSG00000164024.7	4	99916771	99983964	+	67193
METAP1D	ENSG00000172878.9	2	172864490	172947158	+	82668
METAP2	ENSG00000111142.9	12	95867296	95909615	+	42319
METRN	ENSG00000103260.4	16	765115	769655	+	4540
METRNL	ENSG00000176845.8	17	81037567	81052864	+	15297
METTL1	ENSG00000037897.12	12	58162254	58166576	-	4322
METTL10	ENSG00000203791.9	10	126436718	126480439	-	43721
METTL11B	ENSG00000203740.3	1	170115142	170136931	+	21789
METTL12	ENSG00000214756.3	11	62432781	62435968	+	3187
METTL13	ENSG00000010165.15	1	171750788	171783163	+	32375
METTL14	ENSG00000145388.10	4	119606523	119636588	+	30065
METTL15	ENSG00000169519.15	11	28129795	28355054	+	225259
METTL16	ENSG00000127804.8	17	2308856	2415185	-	106329
METTL17	ENSG00000165792.13	14	21457929	21465189	+	7260
METTL18	ENSG00000171806.7	1	169761670	169764107	-	2437
METTL20	ENSG00000139160.9	12	31800094	31826048	+	25954
METTL21A	ENSG00000144401.10	2	208445355	208490652	-	45297
METTL21B	ENSG00000123427.11	12	58165275	58176324	+	11049
METTL21C	ENSG00000139780.7	13	103338094	103346854	-	8760
METTL22	ENSG00000067365.10	16	8715540	8740081	+	24541
METTL23	ENSG00000181038.9	17	74722912	74730018	+	7106
METTL24	ENSG00000053328.8	6	110567131	110679475	-	112344
METTL25	ENSG00000127720.3	12	82752276	82873015	+	120739
METTL2A	ENSG00000087995.11	17	60501228	60527454	+	26226
METTL2B	ENSG00000165055.11	7	128116783	128146656	+	29873
METTL3	ENSG00000165819.7	14	21966277	21979517	-	13240
METTL4	ENSG00000101574.10	18	2537524	2571508	-	33984
METTL5	ENSG00000138382.9	2	170666591	170681441	-	14850
METTL6	ENSG00000206562.7	3	15422782	15482073	-	59291
METTL7A	ENSG00000185432.10	12	51317255	51326300	+	9045
METTL7B	ENSG00000170439.5	12	56075330	56078395	+	3065
METTL8	ENSG00000123600.14	2	172173919	172291312	-	117393
METTL9	ENSG00000197006.9	16	21608539	21668794	+	60255
MEX3A	ENSG00000254726.2	1	156041804	156051789	-	9985
MEX3B	ENSG00000183496.5	15	82334119	82338482	-	4363
MEX3C	ENSG00000176624.9	18	48700920	48744674	-	43754
MEX3D	ENSG00000181588.15	19	1554668	1568057	-	13389
MFAP1	ENSG00000140259.6	15	44096690	44117000	-	20310
MFAP2	ENSG00000117122.9	1	17300997	17307330	-	6333
MFAP3	ENSG00000037749.7	5	153418466	153600038	+	181572
MFAP3L	ENSG00000198948.7	4	170907748	170954182	-	46434
MFAP4	ENSG00000166482.7	17	19286755	19290553	-	3798
MFAP5	ENSG00000197614.6	12	8789942	8815484	-	25542
MFF	ENSG00000168958.15	2	228189867	228222550	+	32683
MFGE8	ENSG00000140545.10	15	89441916	89456642	-	14726
MFHAS1	ENSG00000147324.6	8	8640864	8751155	-	110291
MFI2	ENSG00000163975.7	3	196715492	196756687	-	41195
MFN1	ENSG00000171109.14	3	179065480	179112719	+	47239
MFN2	ENSG00000116688.12	1	12040238	12073571	+	33333
MFNG	ENSG00000100060.13	22	37865101	37882439	-	17338
MFRP	ENSG00000235718.3	11	119209652	119217368	-	7716
MFSD1	ENSG00000118855.14	3	158449987	158547508	+	97521
MFSD10	ENSG00000109736.10	4	2932288	2936586	-	4298
MFSD11	ENSG00000092931.7	17	74731947	74777531	+	45584
MFSD12	ENSG00000161091.8	19	3538259	3574288	-	36029
MFSD2A	ENSG00000168389.13	1	40420802	40435638	+	14836
MFSD2B	ENSG00000205639.5	2	24232951	24286191	+	53240
MFSD3	ENSG00000167700.4	8	145734457	145736596	+	2139
MFSD4	ENSG00000174514.8	1	205538013	205572046	+	34033
MFSD5	ENSG00000182544.8	12	53645035	53648189	+	3154
MFSD6	ENSG00000151690.10	2	191273081	191373931	+	100850
MFSD6L	ENSG00000185156.4	17	8700436	8702667	-	2231
MFSD7	ENSG00000169026.8	4	675618	683230	-	7612
MFSD8	ENSG00000164073.5	4	128838960	128887150	-	48190
MFSD9	ENSG00000135953.6	2	103332299	103353347	-	21048
MGA	ENSG00000174197.12	15	41913422	42062141	+	148719
MGAM	ENSG00000257335.4	7	141607613	141806547	+	198934
MGARP	ENSG00000137463.4	4	140187317	140201492	-	14175
MGAT1	ENSG00000131446.11	5	180217541	180242652	-	25111
MGAT2	ENSG00000168282.4	14	50087489	50090198	+	2709
MGAT3	ENSG00000128268.11	22	39853349	39888199	+	34850
MGAT4A	ENSG00000071073.8	2	99235569	99347589	-	112020
MGAT4B	ENSG00000161013.12	5	179224597	179233952	-	9355
MGAT4C	ENSG00000182050.9	12	86372516	87232681	-	860165
MGAT5	ENSG00000152127.4	2	134877554	135212192	+	334638
MGAT5B	ENSG00000167889.8	17	74864538	74946475	+	81937
MGC10955	ENSG00000217702.1	2	74361599	74362521	+	922
MGC4294	ENSG00000268941.1	20	57209828	57210772	+	944
MGEA5	ENSG00000198408.9	10	103544200	103578696	-	34496
MGLL	ENSG00000074416.9	3	127407909	127542051	-	134142
MGME1	ENSG00000125871.9	20	17949556	17971765	+	22209
MGMT	ENSG00000170430.9	10	131265448	131566271	+	300823
MGP	ENSG00000111341.5	12	15034115	15038860	-	4745
MGRN1	ENSG00000102858.8	16	4666494	4740975	+	74481
MGST1	ENSG00000008394.8	12	16500076	16762193	+	262117
MGST2	ENSG00000085871.4	4	140586922	140661899	+	74977
MGST3	ENSG00000143198.8	1	165600098	165631033	+	30935
MIA	ENSG00000261857.2	19	41277553	41283395	+	5842
MIA2	ENSG00000150526.7	14	39699435	39722859	+	23424
MIA3	ENSG00000154305.12	1	222791428	222841354	+	49926
MIB1	ENSG00000101752.7	18	19284918	19450918	+	166000
MIB2	ENSG00000197530.8	1	1550795	1565990	+	15195
MICA	ENSG00000204520.8	6	31371356	31383092	+	11736
MICAL1	ENSG00000135596.13	6	109765265	109787171	-	21906
MICAL2	ENSG00000133816.9	11	12115543	12285334	+	169791
MICAL3	ENSG00000243156.3	22	18270415	18507325	-	236910
MICALCL	ENSG00000133808.4	11	12297627	12380691	+	83064
MICALL1	ENSG00000100139.9	22	38301664	38338829	+	37165
MICALL2	ENSG00000164877.14	7	1468101	1499138	-	31037
MICB	ENSG00000204516.5	6	31462658	31478901	+	16243
MICU1	ENSG00000107745.12	10	74127098	74385899	-	258801
MICU2	ENSG00000165487.9	13	22066836	22178353	-	111517
MICU3	ENSG00000155970.7	8	16884747	16980153	+	95406
MIDN	ENSG00000167470.8	19	1248552	1259142	+	10590
MIEF1	ENSG00000100335.8	22	39895437	39914137	+	18700
MIEF2	ENSG00000177427.8	17	18163848	18169866	+	6018
MIEN1	ENSG00000141741.7	17	37884749	37887040	-	2291
MIER1	ENSG00000198160.10	1	67390578	67454302	+	63724
MIER2	ENSG00000105556.6	19	305575	344798	-	39223
MIER3	ENSG00000155545.15	5	56215429	56267502	-	52073
MIF	ENSG00000240972.1	22	24236191	24237414	+	1223
MIF4GD	ENSG00000125457.9	17	73262309	73267308	-	4999
MIIP	ENSG00000116691.6	1	12079523	12092102	+	12579
MILR1	ENSG00000271605.1	17	62461569	62464760	+	3191
MINA	ENSG00000170854.13	3	97660662	97691301	-	30639
MINK1	ENSG00000141503.11	17	4736683	4801356	+	64673
MINOS1	ENSG00000173436.9	1	19923477	19956314	+	32837
MINPP1	ENSG00000107789.11	10	89264632	89313217	+	48585
MIOS	ENSG00000164654.11	7	7606503	7648560	+	42057
MIOX	ENSG00000100253.8	22	50925213	50929077	+	3864
MIP	ENSG00000135517.6	12	56843286	56862950	-	19664
MIPEP	ENSG00000027001.7	13	24304328	24463558	-	159230
MIPOL1	ENSG00000151338.14	14	37667118	38021566	+	354448
MIS12	ENSG00000167842.11	17	5389605	5394134	+	4529
MIS18A	ENSG00000159055.3	21	33640530	33651380	-	10850
MIS18BP1	ENSG00000129534.9	14	45672393	45722743	-	50350
MISP	ENSG00000099812.6	19	751126	764319	+	13193
MITD1	ENSG00000158411.6	2	99777890	99797521	-	19631
MITF	ENSG00000187098.10	3	69788586	70017488	+	228902
MIXL1	ENSG00000185155.7	1	226411319	226414755	+	3436
MKI67	ENSG00000148773.8	10	129894923	129924649	-	29726
MKI67IP	ENSG00000155438.7	2	122484521	122494499	-	9978
MKKS	ENSG00000125863.13	20	10381657	10414870	-	33213
MKL1	ENSG00000196588.10	22	40806285	41032706	-	226421
MKL2	ENSG00000186260.12	16	14165178	14360630	+	195452
MKLN1	ENSG00000128585.13	7	130794855	131181395	+	386540
MKNK1	ENSG00000079277.15	1	47023090	47082515	-	59425
MKNK2	ENSG00000099875.10	19	2037470	2051243	-	13773
MKRN1	ENSG00000133606.6	7	140152840	140179369	-	26529
MKRN2	ENSG00000075975.11	3	12598513	12625212	+	26699
MKRN3	ENSG00000179455.6	15	23810454	23873064	+	62610
MKS1	ENSG00000011143.12	17	56282803	56296966	-	14163
MKX	ENSG00000150051.9	10	27961804	28034989	-	73185
MLANA	ENSG00000120215.5	9	5890802	5910606	+	19804
MLC1	ENSG00000100427.11	22	50497820	50524331	-	26511
MLEC	ENSG00000110917.3	12	121124672	121139667	+	14995
MLF1	ENSG00000178053.13	3	158288952	158325041	+	36089
MLF1IP	ENSG00000151725.7	4	185615772	185655287	-	39515
MLF2	ENSG00000089693.6	12	6857170	6876641	-	19471
MLH1	ENSG00000076242.10	3	37034823	37107380	+	72557
MLH3	ENSG00000119684.11	14	75480467	75518235	-	37768
MLIP	ENSG00000146147.10	6	53794780	54131078	+	336298
MLK4	ENSG00000143674.6	1	233463514	233520894	+	57380
MLKL	ENSG00000168404.8	16	74705753	74734858	-	29105
MLLT1	ENSG00000130382.7	19	6212966	6279959	-	66993
MLLT10	ENSG00000078403.12	10	21823094	22032559	+	209465
MLLT11	ENSG00000213190.2	1	151030234	151040970	+	10736
MLLT3	ENSG00000171843.11	9	20341663	20622542	-	280879
MLLT4	ENSG00000130396.16	6	168227602	168372703	+	145101
MLLT6	ENSG00000108292.12	17	36861795	36886056	+	24261
MLN	ENSG00000096395.6	6	33762450	33771788	-	9338
MLNR	ENSG00000102539.4	13	49794474	49796513	+	2039
MLPH	ENSG00000115648.9	2	238394071	238463961	+	69890
MLST8	ENSG00000167965.13	16	2254249	2259417	+	5168
MLTK	ENSG00000091436.12	2	173940163	174132738	+	192575
MLX	ENSG00000108788.7	17	40719086	40725257	+	6171
MLXIP	ENSG00000175727.9	12	122516628	122631894	+	115266
MLXIPL	ENSG00000009950.11	7	73007524	73038873	-	31349
MLYCD	ENSG00000103150.4	16	83932731	83949787	+	17056
MMAA	ENSG00000151611.9	4	146539415	146581187	+	41772
MMAB	ENSG00000139428.7	12	109991542	110011679	-	20137
MMACHC	ENSG00000132763.10	1	45965725	45976739	+	11014
MMADHC	ENSG00000168288.8	2	150426148	150444330	-	18182
MMD	ENSG00000108960.3	17	53469974	53499353	-	29379
MMD2	ENSG00000136297.10	7	4945620	4998844	-	53224
MME	ENSG00000196549.6	3	154741913	154901497	+	159584
MMEL1	ENSG00000142606.11	1	2522078	2564481	-	42403
MMP1	ENSG00000196611.4	11	102660651	102668891	-	8240
MMP10	ENSG00000166670.5	11	102641234	102651359	-	10125
MMP11	ENSG00000099953.5	22	24110413	24126503	+	16090
MMP13	ENSG00000137745.7	11	102813724	102826463	-	12739
MMP14	ENSG00000157227.8	14	23305766	23318236	+	12470
MMP15	ENSG00000102996.4	16	58059470	58080805	+	21335
MMP16	ENSG00000156103.11	8	89044237	89340254	-	296017
MMP17	ENSG00000198598.2	12	132312938	132336328	+	23390
MMP19	ENSG00000123342.11	12	56229217	56236750	-	7533
MMP2	ENSG00000087245.8	16	55423612	55540603	+	116991
MMP21	ENSG00000154485.4	10	127455022	127464390	-	9368
MMP23B	ENSG00000189409.8	1	1567474	1570639	+	3165
MMP24	ENSG00000125966.8	20	33814457	33864801	+	50344
MMP25	ENSG00000008516.12	16	3096682	3110727	+	14045
MMP26	ENSG00000167346.3	11	4726157	5013659	+	287502
MMP27	ENSG00000137675.4	11	102562218	102576537	-	14319
MMP28	ENSG00000129270.11	17	34083268	34122711	-	39443
MMP3	ENSG00000149968.7	11	102706532	102714534	-	8002
MMP7	ENSG00000137673.4	11	102391239	102401484	-	10245
MMP8	ENSG00000118113.7	11	102582526	102597781	-	15255
MMP9	ENSG00000100985.7	20	44637547	44645200	+	7653
MMRN1	ENSG00000138722.5	4	90800683	90875780	+	75097
MMRN2	ENSG00000173269.9	10	88695297	88729238	-	33941
MMS19	ENSG00000155229.16	10	99218081	99258551	-	40470
MMS22L	ENSG00000146263.7	6	97590037	97731093	-	141056
MN1	ENSG00000169184.5	22	28144265	28197486	-	53221
MNAT1	ENSG00000020426.6	14	61201460	61436671	+	235211
MND1	ENSG00000121211.3	4	154265801	154336270	+	70469
MNDA	ENSG00000163563.7	1	158801107	158819296	+	18189
MNS1	ENSG00000138587.5	15	56713742	56757335	-	43593
MNT	ENSG00000070444.10	17	2287354	2304412	-	17058
MNX1	ENSG00000130675.10	7	156786745	156803345	-	16600
MOAP1	ENSG00000165943.4	14	93648541	93651273	-	2732
MOB1A	ENSG00000114978.13	2	74379655	74406025	-	26370
MOB1B	ENSG00000173542.4	4	71768043	71888166	+	120123
MOB2	ENSG00000182208.8	11	1490687	1522477	-	31790
MOB3A	ENSG00000172081.9	19	2071037	2096672	-	25635
MOB3B	ENSG00000120162.9	9	27325207	27529779	-	204572
MOB3C	ENSG00000142961.10	1	47073387	47082563	-	9176
MOB4	ENSG00000115540.10	2	198380295	198418423	+	38128
MOBP	ENSG00000168314.13	3	39508689	39570970	+	62281
MOCOS	ENSG00000075643.5	18	33767482	33852120	+	84638
MOCS1	ENSG00000124615.13	6	39867354	39902290	-	34936
MOCS2	ENSG00000164172.14	5	52391509	52405893	-	14384
MOCS3	ENSG00000124217.3	20	49575363	49577820	+	2457
MOG	ENSG00000204655.7	6	29624758	29640149	+	15391
MOGAT2	ENSG00000166391.10	11	75428864	75444003	+	15139
MOGS	ENSG00000115275.7	2	74688184	74692537	-	4353
MOK	ENSG00000080823.17	14	102690837	102771537	-	80700
MON1A	ENSG00000164077.9	3	49946302	49967606	-	21304
MON1B	ENSG00000103111.10	16	77224732	77236302	+	11570
MON2	ENSG00000061987.10	12	62860597	62991363	+	130766
MORC1	ENSG00000114487.5	3	108677086	108836989	-	159903
MORC2	ENSG00000133422.8	22	31321117	31364284	-	43167
MORC3	ENSG00000159256.8	21	37692487	37758446	+	65959
MORF4L1	ENSG00000185787.10	15	79102829	79190475	+	87646
MORN1	ENSG00000116151.9	1	2252692	2323146	-	70454
MORN2	ENSG00000188010.8	2	39103103	39156213	+	53110
MORN3	ENSG00000139714.8	12	122089024	122110537	-	21513
MORN4	ENSG00000171160.13	10	99374310	99393344	-	19034
MORN5	ENSG00000185681.8	9	124922190	124962367	+	40177
MOS	ENSG00000172680.1	8	57025501	57026541	-	1040
MOSPD3	ENSG00000106330.7	7	100209725	100213007	+	3282
MOV10	ENSG00000155363.14	1	113215763	113243368	+	27605
MOV10L1	ENSG00000073146.11	22	50528308	50600119	+	71811
MOXD1	ENSG00000079931.10	6	132617194	132722684	-	105490
MPC1	ENSG00000060762.14	6	166778407	166796486	-	18079
MPC2	ENSG00000143158.6	1	167885967	167906278	-	20311
MPDU1	ENSG00000129255.10	17	7486847	7496107	+	9260
MPDZ	ENSG00000107186.12	9	13105703	13279589	-	173886
MPEG1	ENSG00000197629.5	11	58975983	58980424	-	4441
MPG	ENSG00000103152.7	16	127006	135852	+	8846
MPHOSPH10	ENSG00000124383.4	2	71357444	71377231	+	19787
MPHOSPH6	ENSG00000135698.5	16	82181403	82203831	-	22428
MPHOSPH8	ENSG00000196199.9	13	20207788	20247599	+	39811
MPHOSPH9	ENSG00000051825.10	12	123636867	123728561	-	91694
MPI	ENSG00000178802.13	15	75182346	75191798	+	9452
MPL	ENSG00000117400.10	1	43803478	43818443	+	14965
MPLKIP	ENSG00000168303.6	7	40165622	40174258	-	8636
MPND	ENSG00000008382.11	19	4343524	4360083	+	16559
MPO	ENSG00000005381.6	17	56347217	56358296	-	11079
MPP2	ENSG00000108852.10	17	41952725	41987068	-	34343
MPP3	ENSG00000161647.14	17	41878167	41910538	-	32371
MPP4	ENSG00000082126.13	2	202509593	202563417	-	53824
MPP5	ENSG00000072415.4	14	67707826	67802536	+	94710
MPP6	ENSG00000105926.11	7	24612887	24733812	+	120925
MPP7	ENSG00000150054.14	10	28339922	28623415	-	283493
MPPE1	ENSG00000154889.12	18	11882621	11909222	-	26601
MPPED1	ENSG00000186732.9	22	43807202	43903728	+	96526
MPPED2	ENSG00000066382.12	11	30406040	30608419	-	202379
MPRIP	ENSG00000133030.15	17	16945859	17120993	+	175134
MPST	ENSG00000128309.12	22	37415676	37425863	+	10187
MPV17	ENSG00000115204.10	2	27532360	27548547	-	16187
MPV17L	ENSG00000156968.8	16	15489611	15507125	+	17514
MPV17L2	ENSG00000254858.5	19	18303992	18307758	+	3766
MPZ	ENSG00000158887.11	1	161274525	161279762	-	5237
MPZL1	ENSG00000197965.7	1	167690429	167761156	+	70727
MPZL2	ENSG00000149573.4	11	118124118	118135251	-	11133
MPZL3	ENSG00000160588.5	11	118097409	118123065	-	25656
MR1	ENSG00000153029.10	1	181003067	181031074	+	28007
MRAP	ENSG00000170262.8	21	33664124	33687095	+	22971
MRAP2	ENSG00000135324.5	6	84743475	84800600	+	57125
MRAS	ENSG00000158186.8	3	138066539	138124375	+	57836
MRC1	ENSG00000120586.4	10	18098352	18200091	+	101739
MRC1L1	ENSG00000183748.4	10	17851362	17953178	+	101816
MRC2	ENSG00000011028.9	17	60704762	60770958	+	66196
MRE11A	ENSG00000020922.8	11	94152895	94227074	-	74179
MREG	ENSG00000118242.11	2	216809213	216898819	-	89606
MRFAP1	ENSG00000179010.10	4	6641818	6644472	+	2654
MRFAP1L1	ENSG00000178988.10	4	6709428	6711607	-	2179
MRGBP	ENSG00000101189.5	20	61427805	61431945	+	4140
MRGPRD	ENSG00000172938.3	11	68747490	68748455	-	965
MRGPRE	ENSG00000184350.8	11	3248928	3253616	-	4688
MRGPRF	ENSG00000172935.8	11	68771863	68780877	-	9014
MRGPRG	ENSG00000182170.3	11	3239174	3240043	-	869
MRGPRX1	ENSG00000170255.6	11	18955360	18961054	-	5694
MRGPRX2	ENSG00000183695.2	11	19076002	19082228	-	6226
MRGPRX3	ENSG00000179826.5	11	18142502	18160027	+	17525
MRI1	ENSG00000037757.9	19	13875346	13885096	+	9750
MRM1	ENSG00000129282.8	17	34958001	34965407	+	7406
MRO	ENSG00000134042.8	18	48324574	48351772	-	27198
MROH1	ENSG00000179832.13	8	145202919	145316843	+	113924
MROH2A	ENSG00000185038.10	2	234684370	234742069	+	57699
MROH2B	ENSG00000171495.12	5	40998119	41071444	-	73325
MROH6	ENSG00000204839.4	8	144648357	144655141	-	6784
MROH7	ENSG00000184313.15	1	55107463	55175939	+	68476
MROH8	ENSG00000101353.10	20	35729629	35807991	-	78362
MRP63	ENSG00000173141.4	13	21750784	21753223	+	2439
MRPL1	ENSG00000169288.13	4	78783674	78873944	+	90270
MRPL10	ENSG00000159111.8	17	45900638	45908900	-	8262
MRPL11	ENSG00000174547.9	11	66202546	66234209	-	31663
MRPL12	ENSG00000262814.2	17	79670387	79674556	+	4169
MRPL13	ENSG00000172172.3	8	121393000	121457642	-	64642
MRPL14	ENSG00000180992.5	6	44081194	44095194	-	14000
MRPL15	ENSG00000137547.4	8	55047770	55060461	+	12691
MRPL16	ENSG00000166902.4	11	59573608	59578345	-	4737
MRPL17	ENSG00000158042.8	11	6702013	6704632	-	2619
MRPL18	ENSG00000112110.5	6	160210844	160219468	+	8624
MRPL19	ENSG00000115364.9	2	75873909	75917977	+	44068
MRPL2	ENSG00000112651.7	6	43021767	43027544	-	5777
MRPL20	ENSG00000242485.1	1	1337288	1342693	-	5405
MRPL21	ENSG00000197345.8	11	68658744	68671303	-	12559
MRPL22	ENSG00000082515.12	5	154320630	154348971	+	28341
MRPL23	ENSG00000214026.6	11	1968508	2005752	+	37244
MRPL24	ENSG00000143314.8	1	156707095	156711382	-	4287
MRPL27	ENSG00000108826.11	17	48445218	48450575	-	5357
MRPL28	ENSG00000086504.11	16	417384	420527	-	3143
MRPL3	ENSG00000114686.4	3	131181056	131221827	-	40771
MRPL30	ENSG00000185414.15	2	99797542	99814089	+	16547
MRPL32	ENSG00000106591.3	7	42971799	42988557	+	16758
MRPL33	ENSG00000243147.3	2	27994584	28210954	+	216370
MRPL34	ENSG00000130312.2	19	17403418	17417652	+	14234
MRPL35	ENSG00000132313.10	2	86426478	86440917	+	14439
MRPL36	ENSG00000171421.8	5	1798500	1801480	-	2980
MRPL37	ENSG00000116221.11	1	54649714	54691137	+	41423
MRPL38	ENSG00000204316.8	17	73894724	73905899	-	11175
MRPL39	ENSG00000154719.9	21	26957968	26979829	-	21861
MRPL4	ENSG00000105364.9	19	10362577	10370721	+	8144
MRPL40	ENSG00000185608.4	22	19419425	19423598	+	4173
MRPL41	ENSG00000182154.7	9	140445651	140447007	+	1356
MRPL42	ENSG00000198015.8	12	93861264	93897545	+	36281
MRPL43	ENSG00000055950.12	10	102729215	102747272	-	18057
MRPL44	ENSG00000135900.3	2	224822121	224832431	+	10310
MRPL45	ENSG00000174100.5	17	36452989	36479101	+	26112
MRPL46	ENSG00000259494.1	15	89002707	89010650	-	7943
MRPL47	ENSG00000136522.9	3	179306073	179322442	-	16369
MRPL48	ENSG00000175581.9	11	73498361	73576178	+	77817
MRPL49	ENSG00000149792.4	11	64889655	64894843	+	5188
MRPL50	ENSG00000136897.6	9	104149915	104160896	-	10981
MRPL51	ENSG00000111639.3	12	6601150	6603007	-	1857
MRPL52	ENSG00000172590.14	14	23299088	23304246	+	5158
MRPL53	ENSG00000204822.6	2	74699085	74700449	-	1364
MRPL54	ENSG00000183617.4	19	3762662	3768573	+	5911
MRPL55	ENSG00000162910.14	1	228294380	228297013	-	2633
MRPL9	ENSG00000143436.6	1	151732119	151736040	-	3921
MRPS10	ENSG00000048544.5	6	42174539	42185603	-	11064
MRPS11	ENSG00000181991.11	15	89010684	89022222	+	11538
MRPS12	ENSG00000128626.7	19	39421188	39423802	+	2614
MRPS14	ENSG00000120333.4	1	174979925	174992561	-	12636
MRPS15	ENSG00000116898.7	1	36921319	36930038	-	8719
